ENTRY,Name,MeSH,OMIM,ICD-10,ICD-11,MedlinePlus,Alias_Name,Pathway,Gene_symbol,kegg_geneID,Drug_name,kegg_drugID
H01522,Zollinger-Ellison syndrome,D015043,131100,E16.4,5A43.1,NA,NA,NA,MEN1,4221,Cimetidine;Cimetidine hydrochloride;Ranitidine hydrochloride;Famotidine;Omeprazole;Omeprazole magnesium;Pantoprazole sodium;Lansoprazole;Rabeprazole sodium;Esomeprazole magnesium;Esomeprazole strontium;Esomeprazole magnesium dihydrate,D00295;D03503;D00673;D00318;D00455;D05259;D02593;D00355;D00724;D01984;D10120;D11114
H01523,Wiskott-Aldrich syndrome,D014923,301000;614493,D82.0,3B62.0Y,NA,NA,NA,WAS;WIPF1,7454;7456,NA,NA
H01524,DiGeorge syndrome,D004062,188400,D82.1,LD44.N0,NA,NA,NA,TBX1,6899,NA,NA
H01525,22q11.2 deletion syndrome,D058165,188400;611867,Q93.8,LD44.N0,NA,CATCH22,NA,TBX1,6899,NA,NA
H01526,Legg-Calve-Perthes Disease,D007873,150600,M91.1,FB82.1,NA,NA,NA,COL2A1,1280,NA,NA
H01527,Chronic inflammatory demyelinating polyradiculoneuropathy,D020277,NA,G61.8,8C01.3,NA,NA,NA,NA,NA,NA,NA
H01528,Neuroleptic malignant syndrome,D009459,NA,G21.0,8A07.Y,NA,NA,NA,NA,NA,NA,NA
H01529,Avascular necrosis of femoral head,D005271,608805,M87.8,FB82.1,NA,Osteonecrosis of the femoral head,NA,COL2A1;SERPINE1;VEGF;NOS3;ABCB1,1280;5054;7422;4846;5243,NA,NA
H01532,Gout,D006073,NA,M10,FA25,NA,NA,NA,NA,NA,Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Indomethacin;Naproxen;Naproxen sodium;Cortisone acetate;Allopurinol;Febuxostat;Lesinurad and allopurinol;Probenecid;Lesinurad;Colchicine;Pegloticase;Probenecid and colchicine,D00292;D00975;D00088;D00141;D00118;D00970;D00973;D00224;D01206;D11175;D00475;D09921;D00570;D09316;D11574
H01551,Interstitial cystitis,D018856,NA,N30.1,GC00.3,NA,Bladder pain syndrome,NA,NA,NA,Pentosan polysulfate sodium;Dimethyl sulfoxide,D05428;D01043
H01552,Down syndrome,D004314,190685,Q90,LD40.0,NA,Trisomy 21,NA,RCAN1;DYRK1A;MTHFR;MTRR,1827;1859;4524;4552,NA,NA
H01554,Fallopian tube cancer,D005185,NA,C57.0,2C74,NA,NA,NA,BRCA1;BRCA2;TP53;ERBB2;c-myc,672;675;7157;2064;4609,Bevacizumab;Niraparib tosilate hydrate,D06409;D11895
H01555,Merkel cell carcinoma,D015266,NA,C44.3,2C34,NA,NA,NA,TP53;Ha-RAS,7157;3265,Pembrolizumab;Avelumab,D10574;D10817
H01556,Meningioma,D008579,NA,D32.9,2A01.00,NA,NA,NA,NF2;SMARCB1;SMARCE1;SUFU;PTEN;CDKN2A;CDKN2B;TRAF7;AKT1;KLF4;SMO,4771;6598;6605;51684;5728;1029;1030;84231;207;9314;6608,NA,NA
H01557,Hepatic angiosarcoma,D006394,NA,C22.3,2B56.3,NA,NA,NA,TP53;KRAS-2,7157;3845,NA,NA
H01558,Parathyroid carcinoma,D010282,NA,D09.3,2E6B,NA,NA,NA,CDC73/HRPT2;CASR,79577;846,Cinacalcet hydrochloride,D03505
H01559,Oropharyngeal cancer,D009959,NA,C10,2B6A,NA,NA,NA,TP53;EGFR,7157;1956,NA,NA
H01561,Chiari malformation,D001139,118420;207950,Q07.0,LA03;LA07.4,NA,Arnold-Chiari syndrome,NA,NA,NA,NA,NA
H01562,Patau syndrome,C536305,NA,Q91,LD40.1,NA,Trisomy 13,NA,NA,NA,NA,NA
H01564,Edwards syndrome,C580500,NA,Q91,LD40.2,NA,Trisomy 18,NA,NA,NA,NA,NA
H01565,Wernicke encephalopathy,D014899,277730,E51.2,5B5A.10,NA,Wernicke-Korsakoff syndrome,NA,SLC19A2,10560,Thiamine hydrochloride,D02094
H01566,Beriberi,D001602,NA,E51.1,5B5A.0,NA,NA,NA,NA,NA,Thiamine hydrochloride,D02094
H01567,Thiamine pyrophosphokinase deficiency,NA,614458,E51.8,5C5Y,NA,Thiamine metabolism dysfunction syndrome 5,NA,TPK1,27010,NA,NA
H01568,3C syndrome,C535313,220210;300963,Q87.8,LD2F.1Y,NA,Ritscher-Schinzel syndrome;Craniocerebellocardiac dysplasia,NA,KIAA0196;;CCDC22,9897;NA;28952,NA,NA
H01569,CHOPS syndrome,NA,616368,Q87.8,LD2F.1Y,NA,NA,NA,AFF4,27125,NA,NA
H01570,Autosomal dominant striatal degeneration,C563783,609161;616922,NA,NA,NA,NA,NA,PDE8B;PDE10A,8622;10846,NA,NA
H01571,Singleton-Merten syndrome,C537343,182250;616298,Q78.8,LD24.KY,NA,NA,NA,IFIH1;DDX58,64135;23586,NA,NA
H01572,Cole-Carpenter syndrome,C535963,112240;616294,Q78.0,LD24.KY,NA,NA,NA,P4HB;SEC24D,5034;9871,NA,NA
H01573,Zimmermann-Laband syndrome,C536725,135500;616455;618658,Q87.8,LD2F.1Y,NA,NA,NA,KCNH1;ATP6B1B2;KCNN3,3756;526;3782,NA,NA
H01574,Familial idiopathic basal ganglia calcification,C536275;C537657;C536276,213600;615007;615483;616413;618317;618824,G23.8,8A00.1Y,NA,Bilateral striopallidodentate calcinosis (BSPDC);Fahr disease,NA,SLC20A2;;PDGFRB;;PDGFB;;XPR1;;MYORG;;JAM2,6575;NA;5159;NA;5155;NA;9213;NA;57462;NA;58494,NA,NA
H01575,Roifman syndrome,C535866,616651,Q77.7,LD24.3,NA,"Spondyloepiphseal dysplasia, retinal dystrophy, and antibody deficiency",NA,RNU4ATAC,5190,NA,NA
H01576,Spondyloenchondrodysplasia with immune dysregulation (SPENCDI),C564307,607944,NA,LD24.3,NA,Spondyloenchondrodysplasia (SPENCD),NA,ACP5,54,NA,NA
H01577,Essential tremor,D020329,190300;614782;616736;618866,G25.0,8A04.1,NA,NA,NA,DRD3;FUS;TENM4;NOTCH2NLC,1814;2521;26011;100996717,Propranolol hydrochloride,D00483
H01578,Subacute myelo-optico-neuropathy (SMON),D011115,NA,G62.0,8C02.0,NA,NA,NA,NA,NA,NA,NA
H01579,Congenital symmetric circumferential skin creases,C537575,156610;616734,Q82.8,NA,NA,Kunze-Riehm syndrome;Michelin tire baby syndrome,NA,TUBB;MAPRE2,203068;10982,NA,NA
H01580,Vitamin C deficiency,D012614,NA,E54,5B56,NA,Scurvy,NA,NA,NA,Ascorbic acid,D00018
H01581,IgA nephropathy,D005922,NA,N02.8,MF8Y,NA,Berger disease,NA,NA,NA,NA,NA
H01582,Pellagra,D010383,NA,E52,5B5C.0,NA,NA,NA,NA,NA,NA,NA
H01583,Hydroxykynureninuria,C536081,236800,E70.8,5C50.3,NA,Xanthurenic aciduria;Kynureninase deficiency,NA,KYNU,8942,NA,NA
H01584,IgA vasculitis,D011695,NA,D69.0,4A44.92,NA,Henoch-Schonlein purpura,NA,NA,NA,NA,NA
H01585,Autoimmune hemolytic anemia,D000744,NA,D59.0;D59.1,3A20,NA,NA,NA,NA,NA,Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate,D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00973
H01586,Acquired pure red cell aplasia,D012010,NA,D60,3A61,NA,NA,NA,NA,NA,Triamcinolone acetonide;Dexamethasone;Hydrocortisone sodium succinate;Prednisolone sodium phosphate;Prednisone;Methylprednisolone sodium succinate,D00983;D00292;D00978;D00981;D00473;D00751
H01587,Disseminated intravascular coagulation,D004211,NA,D65,3B20,NA,NA,NA,NA,NA,Heparin sodium,D02112
H01588,Cluster headache,D003027,NA,G44.0,8A82,NA,NA,NA,NA,NA,Sumatriptan succinate,D00676
H01589,Systemic primary carnitine deficiency,C536778,212140,E71.3,5C52.00,NA,NA,NA,SLC22A5,6584,Levocarnitine;Levocarnitine chloride,D02176;D02030
H01590,Chronic eosinophilic leukemia,C580364,NA,D47.5,2A20.3,NA,NA,NA,FIP1L1-PDGFRA;BCR-PDGFRA,5156;5156,Imatinib mesylate,D01441
H01591,Gastrotintestinal stromal tumor,D046152,NA,C26,2B5B,NA,NA,NA,KIT;PDGFRA,3815;5156,Imatinib mesylate;Sunitinib malate;Regorafenib hydrate;Avapritinib;Ripretinib,D01441;D06402;D10137;D11279;D11353
H01592,Medullary thyroid cancer,C536914,NA,C73,2D10.4,NA,NA,NA,RET;HRAS;KRAS,5979;3265;3845,Vandetanib;Cabozantinib s-malate;Selpercatinib,D06407;D10095;D11713
H01593,Osteoporosis,D010024,166710;603506;612560;613418;615220;615311;300910,M80;M81;M82,FB83.1,NA,NA,NA,PDLIM4;CALCR;COL1A1;COL1A2;LRP5;VDR;TGFB1;PTH;UGT2B17;MIR2861;WNT1;LGR4;PLS3,8572;799;1277;1278;4041;7421;7040;5741;7367;100422910;7471;55366;5358,Estradiol;Conjugated estrogens and bazedoxifene acetate;Estradiol and levonorgestrel;Raloxifene hydrochloride;Teriparatide;Abaloparatide;Calcitonin salmon;Alendronate sodium;Ibandronate sodium;Risedronate sodium;Sodium risedronate hydrate;Risedronate sodium monohydrate;Zoledronic acid;Alendronic acid and colecalciferol;Denosumab;Romosozumab,D00105;D10579;D09187;D02217;D06078;D10885;D00249;D00939;D04486;D00942;D03234;D11570;D01968;D10841;D03684;D10156
H01594,Myasthenia gravis,D009157,NA,G70.0,8C60,NA,NA,NA,NA,NA,Eculizumab;Pyridostigmine bromide;Edrophonium chloride,D03940;D00487;D00994
H01595,Cutaneous lupus erythematosus,D008178,NA,L93,EB50;EB51,NA,NA,NA,NA,NA,Triamcinolone hexacetonide;Methylprednisolone acetate;Hydroxychloroquine sulfate,D00985;D00979;D02114
H01596,Lambert-Eaton myasthenic syndrome,D015624,NA,G73.1,8C62,NA,NA,NA,NA,NA,Amifampridine;Amifampridine phosphate;Guanidine hydrochloride,D10228;D10689;D11626
H01597,Restless legs syndrome,D012148,102300,G25.8,7A80,NA,Willis Ekbom disease,NA,NA,NA,Gabapentin enacarbil;Ropinirole hydrochloride;Pramipexole dihydrochloride;Rotigotine,D09539;D00784;D00559;D05768
H01598,Addison disease,D000224,240200;300200,E27.1,5A74.0,NA,Primary adrenal insufficiency;Hypoadrenocorticism,NA,NR0B1,190,Triamcinolone acetonide;Dexamethasone sodium phosphate;Hydrocortisone;Prednisolone sodium phosphate;Prednisone;Fludrocortisone acetate,D00983;D00975;D00088;D00981;D00473;D00986
H01599,Hypereosinophilic syndrome,D017681,607685,D47.5,2A20.3,NA,NA,NA,FIP1L1-PDGFRA,5156,Imatinib mesylate,D01441
H01600,Parkinsonian syndrome,D020734,NA,G20;G21,8A00,NA,NA,NA,SNCA;LRRK2;Parkin;PINK1;DJ-1;ATP13A2;SYNJ1;DNAJC13;VPS13C,6622;120892;5071;65018;11315;23400;8867;23317;54832,Diphenhydramine hydrochloride;Trihexyphenidyl hydrochloride;Biperiden hydrochloride;Biperiden lactate;Profenamine hydrochloride;Benztropine mesylate;Levodopa;Carbidopa hydrate and levodopa;Amantadine hydrochloride;Tolcapone;Carbidopa,D00669;D00787;D02246;D02247;D01118;D00778;D00059;D00253;D00777;D00786;D00558
H01601,Anaplastic large-cell lymphoma,D017728,NA,C84.6;C84.7,2A90.A;2A90.B,NA,NA,NA,NPM-ALK;DUSP22-IRF4,238;56940,Brentuximab vedotin,D09587
H01602,Gastroesophageal reflux disease,D005764,NA,K21,DA22,NA,NA,NA,NA,NA,Cimetidine;Cimetidine hydrochloride;Ranitidine hydrochloride;Famotidine;Nizatidine;Omeprazole;Omeprazole magnesium;Pantoprazole sodium;Lansoprazole;Rabeprazole sodium;Esomeprazole magnesium;Esomeprazole sodium;Esomeprazole strontium;Esomeprazole magnesium dihydrate;Dexlansoprazole;Metoclopramide hydrochloride;Omeprazole and sodium bicarbonate,D00295;D03503;D00673;D00318;D00440;D00455;D05259;D02593;D00355;D00724;D01984;D04056;D10120;D11114;D08903;D05008;D11706
H01603,Primary aldosteronism,D006929,103900;613677;617027;615474,E26.0,5A72.0,NA,NA,NA,CYP11B1;KCNJ5;CACNA1H;CACNA1D;ATP1A1;ATP2B3,1584;3762;8912;776;476;492,Spironolactone,D00443
H01604,Polymyositis and dermatomyositis,D017285;D003882,NA,M33,4A41.0;4A41.1,NA,NA,NA,NA,NA,Triamcinolone acetonide;Dexamethasone;Hydrocortisone sodium succinate;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Corticotropin;Cortisone acetate,D00983;D00292;D00978;D00981;D00473;D00407;D00751;D00979;D00146;D00973
H01605,Myelofibrosis,D055728,NA,D47.4,2A20.2,NA,NA,NA,MPL;JAK2;CALR,4352;3717;811,Oxymetholone;Ruxolitinib phosphate;Fedratinib hydrochloride,D00490;D09960;D11296
H01606,Polymyalgia rheumatica,D011111,NA,M35.3,FA22,NA,NA,NA,NA,NA,Prednisolone sodium phosphate;Prednisone,D00981;D00473
H01607,Galactorrhea,D005687,NA,O92.5;O92.6;N64.3,JB46.6,NA,NA,NA,NA,NA,NA,NA
H01608,Cervical dystonia,D014103,NA,G24.3,8A02.0Y,NA,Spasmodic torticollis,NA,NA,NA,Botulinum toxin type A;Rimabotulinumtoxin B;Onabotulinumtoxin A;Incobotulinumtoxin A,D00783;D02735;D08957;D10012
H01609,Insomnia,D007319,NA,F51.0;G47.0,7A00;7A01,NA,NA,NA,NA,NA,Diphenhydramine hydrochloride;Doxepin hydrochloride;Phenobarbital sodium;Secobarbital sodium;Estazolam;Triazolam;Temazepam;Quazepam;Zolpidem tartrate;Zaleplon;Eszopiclone;Ramelteon;Suvorexant;Lemborexant,D00669;D00814;D00701;D01310;D00311;D00387;D00370;D00457;D00706;D00530;D02624;D02689;D10082;D11022
H01611,Alcohol dependence,D000437,103780,F10.2;F10.5,6C40.2,NA,NA,hsa05034  Alcoholism,ALDH2;ADH1B;ADH1C;OPRM1;DRD2;HTR2A;GABRA2;TAS2R16,217;125;126;4988;1813;3356;2555;50833,Chlordiazepoxide hydrochloride;Disulfiram;Acamprosate calcium;Naltrexone;Naltrexone hydrochloride,D00693;D00131;D02780;D05113;D02095
H01612,Essential thrombocytosis,D013920,NA,D47.3,3B63,NA,NA,NA,JAK2;CALR;MPL,3717;811;4352,NA,NA
H01613,Follicular lymphoma,D008224,NA,C82,2A80,NA,NA,NA,IgH-BCL2;EZH2;MLL2;CREBBP;MEF2B;EP300,596;2146;9757 8085;1387;4207;2033,Chlorambucil;Idelalisib;Copanlisib hydrochloride hydrate;Duvelisib;Obinutuzumab;Interferon alfa-2b;Lenalidomide;Ibritumomab tiuxetan;Umbralisib tosylate;Rituximab and hyaluronidase;Lisocabtagene maraleucel,D00266;D10560;D10798;D10555;D09321;D02745;D04687;D04489;D11323;D11393;D11990
H01614,Multiple system atrophy,D019578;D020955;D009849;D012791,146500,G23,8D87.0,NA,NA,NA,COQ2,27235,Droxidopa,D01277
H01615,Irritable bowel syndrome,D043183,614616,K58,DD91.0,NA,NA,NA,GUCY2C,2984,Dicyclomine hydrochloride;Alosetron hydrochloride;Hyoscyamine sulfate;Chlordiazepoxide hydrochloride and clidinium bromide;Lubiprostone;Linaclotide;Plecanatide;Tenapanor hydrochloride;Eluxadoline,D00717;D02829;D00719;D10247;D04790;D09355;D09948;D11653;D10403
H01616,Spinocerebellar degeneration,D013132,NA,G11,8A03,NA,NA,NA,NA,NA,NA,NA
H01618,Pituitary gigantism,D005877,300943,E22.0,5A60.0,NA,NA,NA,GPR101,83550,NA,NA
H01619,Primary pulmonary hypertension,D065627,178600,I27.0,BB01,NA,NA,NA,BMPR2,659,Nitric oxide,D00074
H01620,Raynaud syndrome,D011928,NA,I73.0,BD42,NA,NA,NA,NA,NA,Isoxsuprine hydrochloride,D01748
H01621,Pulmonary arterial hypertension,D065627,NA,I27,BB01.0,NA,NA,NA,BMPR2;ACVRL1;ENG;CAV1;KCNK3;SMAD9;EIF2AK4,659;94;2022;857;3777;4093;440275,Epoprostenol;Epoprostenol sodium;Iloprost;Treprostinil;Treprostinil diolamine;Selexipag;Bosentan;Ambrisentan;Macitentan;Riociguat;Sildenafil;Sildenafil citrate;Tadalafil;Nitric oxide,D00106;D01337;D02721;D06213;D10430;D09994;D01227;D07077;D10135;D09572;D08514;D02229;D02008;D00074
H01622,Chronic thromboembolic pulmonary hypertension,NA,NA,I27.2,BB01.3,NA,NA,NA,NA,NA,Riociguat,D09572
H01625,Buerger disease,D013919,211480,I73.1,4A44.8,NA,Thromboangiitis obliterans,NA,NA,NA,Isoxsuprine hydrochloride,D01748
H01626,Arteriosclerosis obliterans,D001162,NA,I70,BD40,NA,NA,NA,NA,NA,Isoxsuprine hydrochloride,D01748
H01629,Chronic arterial occlusive disease,D001157,NA,I74,BD40;BD41;BD42,NA,NA,NA,NA,NA,Pentoxifylline,D00501
H01630,Patent ductus arteriosus,D004374,607411;617035;617039;132900;611788,Q25.0,LA8B.4,NA,NA,NA,TFAP2B;PRDM6;MYH11;ACTA2,7021;93166;4629;59,Ibuprofen lysine,D06606
H01631,Acute heart failure,D006333,NA,I11;I13;I43;I50;I51;P29,BD1Y,NA,NA,NA,NA,NA,Milrinone lactate;Sodium nitroprusside,D02085;D00614
H01632,Angina pectoris,D000787,NA,I20,BA40,NA,NA,NA,NA,NA,Aspirin;Prasugrel hydrochloride;Nitroglycerin;Isosorbide dinitrate;Isosorbide mononitrate;Ranolazine;Diltiazem hydrochloride;Propranolol hydrochloride;Nadolol;Metoprolol tartrate;Atenolol;Amlodipine besylate;Nifedipine;Verapamil hydrochloride;Lovastatin;Atorvastatin calcium;Amlodipine besilate and atorvastatin calcium;Amyl nitrite,D00109;D05597;D00515;D00516;D00630;D05700;D00616;D00483;D00432;D00601;D00235;D00615;D00437;D00619;D00359;D02258;D08488;D00517
H01633,High blood pressure,D006973,NA,I10,BA00,NA,Hypertension,NA,CYP11B2;CYP11B1;HSD11B2;NR3C2;SCNN1B;SCNN1G,1585;1584;3291;4306;6338;6340,"Methyldopa;Clonidine hydrochloride;Guanfacine hydrochloride;Mecamylamine hydrochloride;Prazosin hydrochloride;Doxazosin mesylate;Hydralazine hydrochloride;Minoxidil;Methyldopa and hydrochlorothiazide;Clonidine and chlorthalidone;Hydrochlorothiazide;Chlorothiazide;Methyclothiazide;Chlorthalidone;Indapamide;Furosemide;Torsemide;Spironolactone;Eplerenone;Hydrochlorothiazide and triamterene;Spironolactone and hydrochlorothiazide;Amiloride hydrochloride and hydrochlorothiazide;Phenoxybenzamine hydrochloride;Diltiazem hydrochloride;Pindolol;Propranolol hydrochloride;Nadolol;Metoprolol tartrate;Metoprolol succinate;Atenolol;Acebutolol hydrochloride;Betaxolol hydrochloride;Bisoprolol fumarate;Esmolol hydrochloride;Nebivolol hydrochloride;Labetalol hydrochloride;Carvedilol;Carvedilol phosphate;Propranolol hydrochloride and hydrochlorothiazide;Nadolol and bendroflumethiazide;Metoprolol and hydrochlorothiazide;Bisoprolol fumarate and hydrochlorothiazide;Atenolol and chlorthalidone;Amlodipine besylate;Amlodipine benzoate;Felodipine;Isradipine;Nicardipine hydrochloride;Nifedipine;Nisoldipine;Clevidipine;Amlodipine and celecoxib;Verapamil hydrochloride;Captopril;Enalapril maleate;Lisinopril;Perindopril erbumine;Ramipril;Quinapril hydrochloride;Benazepril hydrochloride;Fosinopril sodium;Trandolapril;Moexipril hydrochloride;Captopril and hydrochlorothiazide;Enalapril maleate and hydrochlorothiazide;Hydrochlorothiazide and lisinopril;Quinapril hydrochloride and hydrochlorothiazide;Benazepril hydrochloride and hydrochlorothiazide;Fosinopril and hydrochlorothiazide;Moexipril hydrochloride and hydrochlorothiazide;Perindopril and amlodipine;Trandolapril and verapamil hydrochloride;Losartan potassium;Eprosartan mesylate;Valsartan;Irbesartan;Candesartan cilexetil;Telmisartan;Olmesartan medoxomil;Azilsartan medoxomil;Azilsartan kamedoxomil;Losartan potassium and hydrochlorothiazide;Eprosartan mesylate and hydrochlorothiazide;Valsartan and hydrochlorothiazide;Irbesartan and hydrochlorothiazide;Candesartan cilexetil and hydrochlorothiazide;Telmisartan and hydrochlorothiazide;Olmesartan medoxomil and hydrochlorothiazide;Azilsartan medoxomil and chlorthalidone;Valsartan and amlodipine besilate;Amlodipine besylate and olmesartan medoxomil;Telmisartan and amlodipine besilate;Amlodipine, valsartan and hydrochlorothiazide;Olmesartan medoxomil, amlodipine besylate and hydrochlorothiazide;Nebivolol and valsartan;Aliskiren fumarate;Aliskiren hemifumarate and hydrochlorothiazide;Amlodipine besilate and atorvastatin calcium;Terazosin hydrochloride anhydrous;Enalaprilat;Methyldopate hydrochloride;Amlodipine and benazepril;Levamlodipine maleate",D00405;D00604;D00606;D00611;D00609;D00608;D01302;D00418;D10267;D10591;D00340;D00519;D00656;D00272;D00345;D00331;D00382;D00443;D01115;D10269;D10270;D10271;D00507;D00616;D00513;D00483;D00432;D00601;D00635;D00235;D00597;D00598;D00634;D00644;D06622;D00600;D00255;D03415;D10274;D10272;D10273;D10275;D10592;D00615;D11881;D00319;D00349;D00617;D00437;D00618;D08892;D11705;D00619;D00251;D00621;D00362;D00624;D00421;D00459;D00620;D00622;D00383;D00623;D10276;D10277;D10268;D10278;D10279;D10280;D10281;D11581;D10282;D00357;D02082;D00400;D00523;D00626;D00627;D01204;D08067;D08865;D07895;D10283;D09197;D10249;D09196;D09219;D10284;D10589;D09745;D10285;D09743;D10286;D10288;D11388;D06412;D10289;D08488;D11585;D03769;D04997;D11069;D11723
H01634,Peptic ulcer,D010437,NA,K25;K26;K27;K28,DA60;DA61;DA62;DA63,NA,NA,NA,NA,NA,Cimetidine;Cimetidine hydrochloride;Ranitidine hydrochloride;Famotidine;Nizatidine;Misoprostol;Omeprazole;Omeprazole magnesium;Lansoprazole;Rabeprazole sodium;Esomeprazole magnesium;Esomeprazole sodium;Esomeprazole strontium;Esomeprazole magnesium dihydrate;Sucralfate;Glycopyrrolate;Propantheline bromide;Hyoscyamine sulfate;Chlordiazepoxide hydrochloride and clidinium bromide;Ibuprofen and famotidine;Naproxen and esomeprazole magnesium;Methscopolamine bromide;Omeprazole and sodium bicarbonate,D00295;D03503;D00673;D00318;D00440;D00419;D00455;D05259;D00355;D00724;D01984;D04056;D10120;D11114;D00446;D00540;D00481;D00719;D10247;D11575;D11576;D00715;D11706
H01635,Hyperlipidemia,D006949,238600;207750;143890;144250;144650,E78,5C80,NA,NA,NA,APOC2;LPL;LDLR;APOA5,344;4023;3949;116519,Niacin;Simvastatin;Lovastatin;Pravastatin sodium;Fluvastatin sodium;Atorvastatin calcium;Atorvastatin calcium propylene glycol solvate;Pitavastatin calcium;Gemfibrozil;Fenofibrate;Choline fenofibrate;Cholestyramine resin;Colestipol hydrochloride;Colesevelam hydrochloride;Ezetimibe;Evolocumab;Alirocumab;Niacin and lovastatin;Ezetimibe and simvastatin;Amlodipine besilate and atorvastatin calcium;Pitavastatin magnesium;Fenofibric acid,D00049;D00434;D00359;D00893;D00892;D02258;D11095;D01862;D00334;D00565;D08890;D02690;D02113;D03582;D01966;D10557;D10335;D10292;D10257;D08488;D11092;D11579
H01636,Fibromyalgia,D005356,NA,M79.7,MG30.01,NA,Fibromyalgia syndrome,NA,NA,NA,Pregabalin;Duloxetine hydrochloride,D02716;D01179
H01637,Hypertriglyceridemia,D015228,144250;617347,E78.1;E78.2;E78.4,5C80.1,NA,NA,NA,USF1;APOE;LPL,7391;348;4023,Niacin;Rosuvastatin calcium;Fenofibrate;Choline fenofibrate;Icosapent ethyl;Omega-3-acid ethyl esters;Fenofibric acid,D00049;D01915;D00565;D08890;D01892;D05255;D11579
H01638,Neuropathic pain,D009437,NA,M79.2,8E43.0,NA,Neuralgia,NA,NA,NA,Carbamazepine,D00252
H01639,Endometriosis,D004715,NA,N80,GA10,NA,NA,NA,NA,NA,Medroxyprogesterone acetate;Danazol;Nafarelin acetate;Elagolix sodium;Leuprolide acetate;Goserelin acetate,D00951;D00289;D00990;D09336;D00989;D00573
H01640,Uterine leiomyoma,D007889,150699,D25,2E86.0,NA,Fibroid,NA,HMGA2;MED12;COL4A6-COL4A5;Fumarate hydratase,8091;9968;1288 1287;2271,Leuprolide acetate,D00989
H01641,Dry eye desease,D015352,NA,H04.1,9A79,NA,Keratoconjunctivitis sicca,NA,NA,NA,Cyclosporine;Lifitegrast;Hydroxypropyl cellulose,D00184;D10374;D04478
H01642,Renal anemia,D007676,NA,N19,3A71.2,NA,NA,NA,NA,NA,Epoetin alfa;Darbepoetin alfa;Epoetin beta pegol,D03231;D03651;D09998
H01643,Chilblains,D002647,NA,T69.1,NF03.0,NA,Pernio,NA,NA,NA,NA,NA
H01644,Blepharitis,D001762,NA,H01.0;H01.1,9A01.3;9A02.1,NA,NA,NA,NA,NA,"Bacitracin zinc, neomycin sulfate and polymixin B sulfate;Polymyxin B sulfate and bacitracin zinc",D02531;D11097
H01645,Hyperthyroidism,D006980;D013971,NA,E05,5A02,NA,Thyrotoxicosis,NA,NA,NA,Propylthiouracil;Methimazole;Phenobarbital sodium;Sodium iodide I 131,D00562;D00401;D00701;D02259
H01646,Major depressive disorder,D003863,608516,F32;F33,6A70;6A71,NA,NA,NA,TPH2;HTR2A;FKBP5,121278;3356;2289,Selegiline;Aripiprazole;Brexpiprazole;Desipramine hydrochloride;Imipramine hydrochloride;Imipramine pamoate;Trimipramine maleate;Amitriptyline hydrochloride;Nortriptyline hydrochloride;Protriptyline hydrochloride;Amoxapine;Maprotiline hydrochloride;Fluoxetine hydrochloride;Citalopram hydrobromide;Paroxetine hydrochloride hemihydrate;Paroxetine hydrochloride;Paroxetine mesylate;Sertraline hydrochloride;Escitalopram oxalate;Isocarboxazid;Tranylcypromine sulfate;Trazodone hydrochloride;Nefazodone hydrochloride;Mirtazapine;Bupropion hydrochloride;Bupropion hydrobromide;Venlafaxine hydrochloride;Duloxetine hydrochloride;Desvenlafaxine;Desvenlafaxine succinate;Desvenlafaxine succinate anhydrous;Vilazodone hydrochloride;Vortioxetine hydrobromide;Perphenazine and amitriptyline hydrochloride;Olanzapine and fluoxetine hydrochloride;Levomilnacipran hydrochloride,D03731;D01164;D10309;D00812;D00815;D08071;D02408;D00809;D00816;D00484;D00228;D00818;D00823;D00822;D02260;D05374;D05375;D00825;D02567;D02580;D00826;D00820;D00819;D00563;D00817;D07938;D00821;D01179;D07793;D02570;D11619;D09699;D10185;D10294;D10206;D10133
H01647,Subacute thyroiditis,D013968,NA,E06.1,5A03.1,NA,Subacute granulomatous thyroiditis;De Quervain thyroiditis,NA,NA,NA,NA,NA
H01648,Pemphigus,D010392,NA,L10,EB40,NA,NA,NA,NA,NA,Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate;Rituximab,D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00973;D02994
