	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names	KMN_ICD10
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN325	Jansen's Disease	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN338	Adult GH Deficiency	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN343	Progeria	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN346	Polycystic Ovarian Syndrome	E28.2
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN347	Idiopathic hypoparathyroidism	E20.0
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN348	Diabetes Insipidus	E23.2
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN349	Panhypopituitarism	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN350	Adrenogenital Syndrome	NO_DATA
36	H00253	Neurohypophyseal diabetes insipidus (NPDI)	Central Diabetes Insipidus	E23.2	E	23.2	E20-E35	KMN351	Ovarian Failure	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN309	21-Hydroxylase Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN311	ACTH Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN315	Carcinoid Syndrome	E34.0
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN316	Kallmann Syndrome	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN319	Cushing's Disease	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism	E26.02
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN321	Gonadotropin Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN325	Jansen's Disease	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN338	Adult GH Deficiency	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN343	Progeria	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN346	Polycystic Ovarian Syndrome	E28.2
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN347	Idiopathic hypoparathyroidism	E20.0
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN348	Diabetes Insipidus	E23.2
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN349	Panhypopituitarism	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN350	Adrenogenital Syndrome	NO_DATA
37	H00255	Hypogonadotropic hypogonadism	NO_DATA	E23.0	E	23.0	E20-E35	KMN351	Ovarian Failure	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN309	21-Hydroxylase Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN311	ACTH Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN315	Carcinoid Syndrome	E34.0
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN316	Kallmann Syndrome	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN319	Cushing's Disease	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism	E26.02
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN321	Gonadotropin Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN325	Jansen's Disease	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN338	Adult GH Deficiency	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN343	Progeria	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN346	Polycystic Ovarian Syndrome	E28.2
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN347	Idiopathic hypoparathyroidism	E20.0
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN348	Diabetes Insipidus	E23.2
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN349	Panhypopituitarism	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN350	Adrenogenital Syndrome	NO_DATA
46	H00627	Premature ovarian failure	NO_DATA	E28.3	E	28.3	E20-E35	KMN351	Ovarian Failure	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN309	21-Hydroxylase Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN311	ACTH Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN315	Carcinoid Syndrome	E34.0
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN316	Kallmann Syndrome	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN319	Cushing's Disease	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism	E26.02
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN321	Gonadotropin Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN325	Jansen's Disease	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN338	Adult GH Deficiency	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN343	Progeria	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN346	Polycystic Ovarian Syndrome	E28.2
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN347	Idiopathic hypoparathyroidism	E20.0
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN348	Diabetes Insipidus	E23.2
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN349	Panhypopituitarism	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN350	Adrenogenital Syndrome	NO_DATA
54	H00937	Precocious puberty	NO_DATA	E22.8	E	22.8	E20-E35	KMN351	Ovarian Failure	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN309	21-Hydroxylase Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN311	ACTH Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN315	Carcinoid Syndrome	E34.0
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN316	Kallmann Syndrome	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN319	Cushing's Disease	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism	E26.02
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN321	Gonadotropin Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN325	Jansen's Disease	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN338	Adult GH Deficiency	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN343	Progeria	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN346	Polycystic Ovarian Syndrome	E28.2
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN347	Idiopathic hypoparathyroidism	E20.0
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN348	Diabetes Insipidus	E23.2
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN349	Panhypopituitarism	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN350	Adrenogenital Syndrome	NO_DATA
55	H00937	Precocious puberty	NO_DATA	E30.1	E	30.1	E20-E35	KMN351	Ovarian Failure	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN309	21-Hydroxylase Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN311	ACTH Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN315	Carcinoid Syndrome	E34.0
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN316	Kallmann Syndrome	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN319	Cushing's Disease	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism	E26.02
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN321	Gonadotropin Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN325	Jansen's Disease	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN335	Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN336	Congenital Disorders Associated with Gonadotropin Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN337	Gonadotropin-releasing Hormone Resistance	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN338	Adult GH Deficiency	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN341	Congenital Lipoid Adrenal Hyperplasia	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN343	Progeria	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN344	Polyglandular Autoimmune Syndrome Type I	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN345	Polyglandular Autoimmune Syndrome Type II	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN346	Polycystic Ovarian Syndrome	E28.2
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN347	Idiopathic hypoparathyroidism	E20.0
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN348	Diabetes Insipidus	E23.2
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN349	Panhypopituitarism	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN350	Adrenogenital Syndrome	NO_DATA
66	H01388	Hyperprolactinemia	NO_DATA	E22.1	E	22.1	E20-E35	KMN351	Ovarian Failure	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN308	17 alpha-Hydroxylase Deficiency	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN309	21-Hydroxylase Deficiency	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN310	3 beta-Hydroxysteroid Dehydrogenase Type II Deficiency	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN311	ACTH Deficiency	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN315	Carcinoid Syndrome	E34.0
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN316	Kallmann Syndrome	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN319	Cushing's Disease	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN320	Glucocorticoid-Remediable Aldosteronism	E26.02
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN321	Gonadotropin Deficiency	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN322	Gonadotropin-Independent Precocious Puberty	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN324	Frohlich Syndrome	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN325	Jansen's Disease	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN327	Lymphocytic Hypophysitis	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN328	Ectopic hormone producing tumor	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN330	Pseudopseudohypoparathyroidism	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	NO_DATA
139	H01669	Secondary hyperparathyroidism	NO_DATA	E21.1	E	21.1	E20-E35	KMN334	Hypergonadotropic Hypogonadal Ovarian Failure	NO_DATA
