ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count
H01333	Non-alcoholic fatty liver disease	NO_DATA	NO_DATA	K75.8;K76.0	DB92	NO_DATA	NO_DATA	hsa04932  Non-alcoholic fatty liver disease	IL1B;COX1;AKT3;NDUFC2;PPARA;NDUFA8;DDIT3;CASP3;PIK3CD;XBP1;PRKAG3;COX7A2L;NDUFA3;COX8C;COX6A2;NDUFV2;COX6A1;NDUFA10;CDC42;PIK3R2;IL6R;NDUFA13;PRKAA2;LEP;TNF;UQCRFS1;CYC1;CASP8;NDUFB5;NDUFA11;SDHB;PIK3R3;COX6C;COX4I2;COX8A;NDUFB3;BAX;PIK3CA;FAS;GSK3B;NDUFV3;PIK3R1;ERN1;MLXIPL;UQCRC2;NDUFS1;PRKAB2;NDUFA9;CXCL8;NDUFB1;INS;EIF2S1;COX7C;NDUFC1;RXRA;NDUFC2-KCTD14;GSK3A;NDUFB2;NDUFB6;NDUFA7;ADIPOQ;SOCS3;TRAF2;PNPLA3;PRKAA1;BCL2L11;MAPK10;NDUFA4L2;NDUFS4;MAP3K5;NDUFB10;UQCRHL;RELA;ATF4;SDHC;COX7A1;LEPR;CEBPA;NR1H3;UQCR10;PRKAB1;NDUFA1;IL6;NDUFS7;BID;NDUFA4;IKBKB;PRKAG2;AKT1;RAC1;FOS;NDUFB9;SDHA;UQCRC1;SDHD;UQCR11;COX7B2;COX6B2;JUN;COX5B;PIK3CB;NDUFA12;NDUFA5;CYP2E1;ADIPOR1;TGFB1;NDUFS2;IL1A;COX5A;NDUFB7;CYCS;NDUFA2;FASLG;INSR;COX3;MLXIP;COX4I1;NFKB1;NDUFAB1;MAPK9;COX6B1;NDUFS8;TNFRSF1A;NDUFS6;NDUFB11;MAP3K11;EIF2AK3;IRS1;NDUFB4;MLX;NDUFV1;CYTB;PRKAG1;NDUFS3;COX7B;CASP7;COX7A2;NDUFS5;PKLR;COX2;UQCRB;UQCRH;NDUFA6;ITCH;ADIPOR2;SREBF1;AKT2;UQCRQ;NDUFB8;IRS2;MAPK8	Q53XC0;Q6FI27;P60953;A0A2X0SFG1;Q13133;A8K660;A8K761;P10606;Q7GIM7;H6SG14;O75251;A0A286YF97;Q6FI39;O00217;P24310;Q15848;Q6IBC4;O15239;H0UI06;O43521;O43920;O14949;A0A0S2Z433;P31040;Q86V24;Q9NP71;Q6P3U7;A8ASI8;O00459;F1D8Q5;A4D1T5;P12074;A0A2Y9D025;E5KRK5;P49841;Q8TF08;Q9NRX3;P56181;P25445;O43676;P24311;O14543;Q9UGI9;O43678;Q6VLV1;P09669;E5KNH5;A0A1X7RBF0;B4DXU5;P48023;O75460;Q9UGJ0;A0A2K8FKV1;A0A024R0L5;Q6IBA0;P53779;Q6FGI7;O95298;Q14790;P19438;U5Z487;Q53XN1;Q9NST1;O75306;O14957;P01137;P05181;P20674;Q9HAP2;O43677;P42336;P42338;O43181;P08574;Q6YFQ2;A0A499FJK2;A0A024R1F0;E9PQ53;Q99643;A0A024R125;P45984;A4D0Y8;O43674;P45983;P99999;A0A024RB39;Q8N381;P36956;P49715;P31930;O14548;P47985;Q96KJ9;P01583;P41159;O96000;P31751;Q9NZJ5;P63000;A1L4K2;Q75MH2;O95139;O95299;P17568;A0N0L5;P28331;P01375;P05231;Q9P084;A0A024R9B7;O75489;P13073;A0A0S2Z4J3;O43741;P14927;Q02221;A0A024RAA5;O14920;H6SG15;O95178;Q53YD1;P21912;A0A096LP55;Q9Y4H2;O95168;P19404;Q07869;A4D2P1;P00414;Q9Y6M9;Q86Y39;A0A024R5E6;A0A090N8Q6;P01584;P00156;P30613;O00483;P07919;A0A0S2Z4B7;O95167;P15954;P00403;P55957;P35638;P05198;P01100;B3KT21;B4DVM1;Q16718;P27986;Q16795;Q86WV2;Q04206;P49840;P31749;A0A384NL93;Q9Y243;Q5STB3;A0A024R9Z0;Q9UDW1;P51970;Q12933;P42574;A0A024QZ30;P08887;Q9P0J0;O95182;P01308;O95169;A0A1X7RBG2;P10145;P19793;Q9UH92;P19838;Q6FG41;Q7LD69;B3KY45;Q0ZFD6;Q99683;P14406;Q9NX14;O75380;P56556;P00395;P10176;P54646;A0A1X7RBF7;P55210;Q4LE51;O75438;P48357;P17861;A0A024R8H5;A0A024R413;P35568;Q9Y478;P14854;G4XXL9;Q13131;P18848;Q16584;A0A024R5K6;I3WAC9;Q6IBB5;P54619;P22695;B2R773;P05412;P06213;Q6FGG4;Q6FGA0;O14561;A0A024RDA5;P49821;Q7Z4L0;F1D8N1;Q07812;F1D8S4;B0LPE5;Q96J02;O14521;A0A024RBN1;U5YWV7;Q53ZZ1;O00329;Q9UI09;Q92569;Q96A54	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	228.0	151.0	0.0
H01338	Myosclerosis	C564968	255600	G71.8	8C72.0Y	NO_DATA	NO_DATA	NO_DATA	COL6A2	A0A384MDP3;P12110	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H01340	Bethlem myopathy	C535436	158810	G71.8	8C70.6	NO_DATA	NO_DATA	NO_DATA	COL6A3;COL6A1;COL6A2	A0A384MDP3;P12109;D9ZGF2;Q8N4Z1;Q63HQ4;A0A384P5H7;P12110;P12111	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	8.0	3.0	0.0
H01341	Collagen VI myopathy	C537521;C535436;C564968	254090;158810;255600	G71.8	8C70.6	NO_DATA	NO_DATA	NO_DATA	COL6A3;COL6A1;COL6A2	A0A384MDP3;P12109;D9ZGF2;Q8N4Z1;Q63HQ4;A0A384P5H7;P12110;P12111	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	8.0	3.0	0.0
H01342	Zellweger syndrome	D015211	214100;214110;614859;614862;614866;614870;614872;614876;614882;614883;614886;614887	Q87.8	5C57.0	NO_DATA	NO_DATA	NO_DATA	PEX1;PEX14;PEX13;PEX2;PEX5;PEX10;PEX12;PEX26;PEX6;PEX16;PEX3;PEX19	Q9Y5Y5;A0A024RD09;Q13608;Q7Z412;B4DR50;A0A024R100;P50542;O60683;A0A024R068;P28328;Q92968;A0A0S2Z497;P56589;O00623;A0A0S2Z4H1;O75381;P40855;O43933	Cholic acid	D10699	NO_DATA	81-25-4	NO_DATA	18.0	12.0	0.0
H01344	Nijmegen syndrome	D049932;C567767	251260;613078	D82.8	4A01.31	NO_DATA	NO_DATA	NO_DATA	RAD50;NBN	A5D6Y3;Q92878;O60934	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	2.0	0.0
H01346	Bloom syndrome	D001816	210900	Q82.8	4A01.31	NO_DATA	MGRISCE1	NO_DATA	RECQL3;BLM	P54132	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	2.0	0.0
H01347	MELAS Syndrome	D017241	540000	G71.3	8C73.Y	NO_DATA	Mitochondrial myopathy, Encephalopathy, Lactic Acidosis, Stroke-like episodes	NO_DATA	MTTH;MTTQ;MTTK;MTND1;MTTL1;MTTC;MTND5;MTTS2;MTND6;MTTS1	U5ZC31;P03923;P03886;A0A1X7RCR6;U5Z754;P03915;U5Z977	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	7.0	10.0	0.0
H01348	Mitochondrial phosphate carrier deficiency	C563665	610773	G71.3	5C53.30	NO_DATA	NO_DATA	NO_DATA	SLC25A3	Q00325;A0A024RBH9;Q6MZF9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	1.0	0.0
H01349	Methacrylic aciduria	C562803	250620	E71.1	5C50.E	NO_DATA	3-Hydroxy-isobutyryl-CoA hydrolase deficiency	NO_DATA	HIBCH	A0A140VJL0;Q6NVY1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H01351	Spastic ataxia	C564815	108600;611302;611390;613672;614487;270550;617560;618438	G11.4	8B44.0	NO_DATA	NO_DATA	NO_DATA	MARS2;MTPAP;NKX62;KIF1C;NKX6-2;CHP1;SACS;AFG3L2;VAMP1	P23763;A0A024R9M9;Q99653;Q9C056;O43896;Q9Y4W6;Q9NVV4;Q96GW9;Q9NZJ4;Q8TA92	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	10.0	9.0	0.0
H01352	Mitochondrial trifunctional protein deficiency	C566945	609015;609016	E71.3	5C52.01	NO_DATA	NO_DATA	NO_DATA	HADHA;HADHB	E9KL44;P55084;P40939	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	3.0	2.0	0.0
H01354	Leigh syndrome	D007888	256000;220111	G31.8	5C53.24	NO_DATA	NO_DATA	hsa05022  Pathways of neurodegeneration - multiple diseases	IL1B;PSMB3;DNAH9;ATXN1L;SOD1;ATP5PD;SLC6A3;WNT2B;MAPK12;FZD8;COX7A2L;PSMA4;COX6A2;DKK1;NDUFV2;BECN2;CACNA1D;KIF5C;WNT6;FIG4;GRIN2D;NOS2;MAPT;TNF;WNT5B;WNT7A;DNAH2;DVL2;TOMM40;DCTN1;ACTR10;FZD3;KLC4;BAX;UCHL1;FAS;PSMB2;RB1CC1;NDUFV3;ATG14;ERN1;C9orf72;TANK;ITPR3;GNAQ;MAP2K2;MCU;EIF2S1;NDUFC1;CAMK2B;PSMB7;GPX8;UBE2G1;TUBA3C;TBK1;WNT10B;PSMD7;CAPN2;TRAF2;CHRM3;SLC25A31;KIF5B;MAPK10;PRNP;CCS;WNT16;UQCRHL;RELA;PPP3R2;UBB;NOX4;TUBB2A;DVL3;ARAF;SEPTIN5;PPP3CB;CHRNA7;TUBB;WNT11;RAB1A;BRAF;PLCB3;UBE2J1;ATG101;UBE2L3;WNT8B;PTGS2;SDHD;GABARAPL1;IFT57;WNT7B;COX6B2;CSNK1E;NDUFA5;LRP5;PSMC1;NDUFB7;VDAC3;ZFYVE1;PPIF;DNAH5;BDNF;UBA52;NDUFS6;CAMK2G;MAPK3;PSMD1;NDUFB4;NRAS;ATF6;CAMK2D;PIK3C3;CYTB;PSEN2;COX7A2;CHMP2B;NDUFS5;PRKCA;DNAI2;UQCRH;APAF1;TUBB1;PSMB1;ATP8;MAPK8;CACNA1C;COX1;WIPI2;CDK5R1;TUBA1B;NEFM;DNAH6;CASP3;PSMD13;RAB39B;NDUFA3;CYBB;ATP5F1D;DNAH14;GPX2;NDUFA10;SMCR8;MAPK14;KLC2;TACO1;ATG2A;BCS1L;TUBA3D;CALM1;BECN1;FADD;NDUFA13;CSNK2A1;PINK1;CASP8;WNT3;NDUFA11;UBE2L6;PSMB6;PIK3R4;PSMA8;MAP3K10;COX6C;FOXRED1;NDUFAF2;RYR2;WNT10A;DNALI1;HSD17B10;NDUFS1;NDUFA9;SLC25A4;TUBB8;TUBB3;PPID;TUBAL3;DLG4;HIP1;NDUFB6;MAP2K3;WNT9A;CALML6;PSMD8;HRAS;VDAC2;AGER;DNAH3;BCL2L1;MAPK13;NDUFA4L2;TUBB4B;KRAS;MAP3K5;NDUFB10;NOX1;ATP5F1B;PSMB5;PSMC3;PPP3CC;HAP1;ATP5MC1;NDUFA4;WNT5A;CTNNB1;GABARAPL2;SDHA;WNT4;APC;UQCR11;COX7B2;PSMA1;LRRK2;COX5B;FUS;PSMD14;DNAH7;FZD4;ATP6;NDUFS2;PSMD12;CSNK2B;COX3;COX4I1;GPX1;NDUFAB1;MAPK9;NDUFB11;GPX5;VCP;NDUFS3;HTRA2;MAP2K6;DCTN6;KIF5A;CSNK2A3;GRIN2C;MAPK11;CALM3;CSNK1A1L;ATP5PF;RAF1;MAP2K1;GRIA3;UQCRQ;DCTN2;SEM1;ATG2B;PLCB1;HSPA5;NDUFAF6;TUBB2B;SPG11;PRKCG;RPS27A;GRIA2;XBP1;TNFRSF1B;SNCAIP;ATP2A1;COX6A1;ATP5MC2;LRPPRC;PSMA5;RYR3;HTT;DERL1;DNAH12;RYR1;CALML4;CSF1;TUBA4A;NDUFB5;SDHB;DCTN3;WNT1;COX4I2;NDUFB3;GPX7;MFN2;SLC25A5;SNCA;FZD5;UBC;WNT3A;UQCRC2;APP;FZD7;CALML5;NDUFB1;VAPB;FRAT1;PRKCB;NDUFB2;PSMD2;ND4L;STX1A;NDUFA7;CACNA1F;CASP9;KLC3;GRIN2A;PSMC4;AXIN1;MFN1;SDHC;COX7A1;APC2;PRPH;PSMA3;NDUFA1;COX15;PRKN;CDK5;CACNA1S;PSMC6;SQSTM1;NDUFB9;UQCRC1;ATP5MC3;BAD;NDUFA12;TRPC3;TUBA1C;ND6;IL1A;COX5A;CYCS;NDUFA2;DNAH10;ND4;ATP5F1A;PSMD3;WNT9B;KLC1;PSMD9;DVL1;DCTN5;COX6B1;NDUFS8;TUBA1A;TNFRSF1A;UBE2G2;PDYN;EIF2AK3;ATXN3L;NDUFV1;DNAH8;AMBRA1;DKK2;RAB5A;COX7B;CASP7;UQCRB;NDUFA6;PSMA7;DNAL4;ACTR1B;CAMK2A;GRIN1;AXIN2;ULK2;FZD2;NEFH;ATP2A3;NDUFC2;UBA1;SLC25A6;PARK7;NDUFA8;DDIT3;DAXX;FRAT2;COX8C;ATP5PO;GABARAP;ITPR1;TPTEP2-CSNK1E;GRIA1;PSMA6;CSNK1A1;CALML3;WNT8A;CSNK2A2;DNAH11;UQCRFS1;CYC1;CASP12;GRM5;PSMD11;NRBF2;CACNA1B;COX8A;ND2;GSK3B;TARDBP;MAP2K7;FZD6;CHRM1;TUBA3E;FZD10;ATXN2;COX7C;NDUFC2-KCTD14;CHRM5;PSMD6;PLCB2;PLCB4;GRIN2B;SURF1;OPTN;DKK4;GRM1;NDUFS4;UBE2J2;TOMM40L;GRIA4;ATXN3;ATG13;ATF4;ATP5F1E;GPX6;TUBB4A;GPR37;UQCR10;NDUFS7;IL6;ADRM1;PSMC2;BID;COX10;MTOR;RAC1;WDR41;TUBA8;ATXN1;BCL2;TRAP1;ULK1;FZD9;UBA7;ALS2;ITPR2;RAB8A;ATP5F1C;PSMC5;BAK1;CAPN1;WIPI1;FASLG;PSMA2;NEFL;DNAH1;ATXN2L;ND3;NFKB1;NOS1;WNT2;DNAL1;VDAC1;TUBB6;MAPK1;FZD1;ATP5PB;PPP3R1;SIGMAR1;CALM2;DNAH17;DCTN4;DNAI1;CAT;COX2;PLCG1;ND5;GPX3;SPTBN2;ATP2A2;ND1;LRP6;PSEN1;PPP3CA;PSMB4;PSMD4;NDUFB8;ACTR1A	Q8NE86;Q9H4B7;P56705;Q9UQN3;Q969M1;P10606;Q7GIM7;A0A286YF97;Q8N2E5;P62195;Q6IBC4;A0A1X7RCR6;E9KL30;Q9H461;P54252;Q14573;P0DP25;P31040;Q96NT7;A0A024R0V3;V9HW80;O14818;O14933;Q7GXY9;Q3MIH3;Q96LT7;A0A2Y9D025;Q9NZT1;O96015;O15264;O43676;P24311;P28074;Q9H0C2;U5YV54;A0A1X7RC16;D9ZGG3;Q6VLV1;Q6IBQ5;A0A024QZS4;P09669;Q9P225;E5KNH5;Q17R51;P49720;B3KRV2;P56704;P03901;A0A140VJS6;O75474;B4DJ51;P53779;A0A024R178;O94907;P51665;P35222;P19438;P55072;P0C7T5;P27361;P48454;Q6IAT9;Q15526;O00399;P16615;O43677;Q8TD86;O75581;P42345;A0A024R0A1;Q6IBB7;Q08ET0;P48729;P42858;Q9C0G6;P99999;Q5V9X9;Q4LDG9;Q00975;P18850;A0A0S2Z4C6;Q01970;P47985;Q13148;Q93097;Q99497;Q8NEB9;O15399;E5KNY5;Q9H0B6;Q8N183;Q9GZT5;Q01668;Q9NWB7;Q9Y6H5;P22352;P05129;A8K9K1;P78352;P01375;A0A0K0K1K4;P16298;A0A140VK46;A0PJH2;O75489;Q15147;Q9UI46;P13073;Q6ZNE5;A0A0S2Z4J3;P14927;Q5S007;Q02221;H6SG15;P05771;Q13255;O00231;O00487;P62191;Q53G92;Q9BQE3;Q12931;Q330K2;V9HW09;P00156;P63098;P17980;A8MW95;O95167;P48201;P48058;P00403;B2R7S3;P03915;Q9NYC9;Q16718;Q53XL8;B4DG68;Q5MNZ9;Q6NSL8;U5Z754;A0A024R9Z0;P42574;Q9UDW1;B3KQX9;Q96JI7;Q92837;Q96F24;O00144;Q92562;Q13501;P59796;P19838;O14727;O60353;B3KY45;P49721;Q9NX14;A0A024RD04;Q9BVA1;Q15413;A0A1X7RBF7;P12036;Q53H37;P54253;P03891;A0A024R1A4;Q92934;P62820;Q12887;A0A024R413;Q96FF1;O00233;P43686;A0A024R5K6;P56706;Q13200;P22695;O14904;P03928;Q59GB8;Q6FGA0;Q14571;P49821;Q9UNM6;Q08209;Q07812;X5D945;Q15078;P21817;P10415;Q13561;Q53ZZ1;A0A087X2I1;G4XXL9;Q06055;L7RSM7;Q96BY7;P11021;O14641;O75935;Q6FI27;O75143;Q8TAS0;O14645;Q4LE70;Q9UBT3;A0A140VK44;H6SG14;O75947;Q6NZ59;O15239;P20618;Q9ULW2;P03897;V9HW29;A0A0S2Z433;Q7LDD5;Q13467;Q9NY65;Q5U045;Q13557;Q96GE6;Q59F77;A0A384MDU9;Q75ME0;P12074;P49841;A0A024R9G3;Q9UFH2;P67870;Q9NPH5;Q59EF6;P24539;A0A384NL22;Q8TEV9;P48023;A0A1X7RBN5;P35228;Q96SL4;Q6IBA0;V9HW74;Q99720;Q6FGI7;O95298;O75306;P30405;Q12840;P20674;A0A384MDW9;P08574;B3KWQ6;Q99643;A0A0S2Z3L2;Q5U0I6;Q9HBF4;O43674;Q6P164;P04839;V9HWB4;A0A0S2Z410;A0A024RB39;A8K2M0;Q96Q42;Q6FIH7;A0A384NKY7;P28482;Q96KJ9;A0A024R1X5;Q8TDY2;O95166;Q16611;P41226;Q8TED1;L7RXH5;A0A024R075;O96000;Q99460;L7RRS6;Q9NZJ5;A1L4K2;O60282;Q1WWK6;P41221;Q75MH2;P15056;A0A024R1A3;P05231;O43242;B2RE76;N0E4C7;A0A024R9B7;A0A140VJY2;A0A024RAP5;P28070;Q53YD1;A0A0S2Z5E0;A0A0S2Z5D4;Q13158;I1SRC5;A0A0S2Z3H3;O95168;P00414;Q9BUN8;A4D2P1;P0DPH8;Q9P2D7;Q2TAZ0;O14733;A0A075B6F3;P01584;P60604;V9HW26;P62979;Q59GL5;V9HWC2;Q499G7;P03905;B3KT21;B4DVM1;Q16795;A0A024QZT0;P60896;Q8TE73;A0A499FIY3;Q5STB3;P09603;A0A024QZ30;H9NAJ7;Q9P0J0;Q9H1J7;O95169;Q08752;Q9ULV1;P04350;Q96CV9;P48556;P03886;Q9B1D3;Q86UZ8;Q7GXZ5;P68036;P0DP23;O75380;A0A024R9Y1;Q53XM7;P10176;P48047;P22314;P52564;Q59ES2;Q16623;Q9NSK0;P14854;P25054;Q9C0C7;P18848;Q01959;Q96DA2;Q547U9;Q9NSJ5;X5DNA9;P25788;Q1HBJ4;O00291;Q93084;O75715;E5KRX5;P62253;Q99719;P61163;Q9Y4P8;P36542;Q07817;P12236;Q15759;P62333;Q8TAA3;P35354;P23560;P42263;P50148;Q14790;A0A024R2Q3;Q14957;P05496;A0A024R7I3;P28066;O95140;P10398;Q4LE43;A0A0S2Z391;A8K761;O75251;B2RDW1;O00217;B4DK46;O43920;A0A024RCS3;P07203;Q9H1J5;Q9UBV4;Q13936;Q8IVF4;P60900;P06576;A4D1T5;P55211;E5KRK5;P56181;Q71U36;P25445;Q9NQ66;Q0VDD8;O43678;Q9UP38;A0A1X7RBF0;Q9H0R8;Q14457;A0A140VK70;B3KTS5;O75460;P12235;Q96CU9;Q7KZN9;Q8N752;P25786;P42261;Q92736;U5Z487;Q53XN1;O14957;Q15109;Q9BSH4;P07196;Q99683;Q96LZ3;Q7Z675;P49810;P68366;E9PQ53;A0A0S2Z4R0;Q6P597;P00846;P62987;P45984;Q15008;P45983;Q8WXX0;A0A384NQ21;Q8IWE0;O15398;O15020;Q6UXS9;O00744;P53778;O14905;A0A024R2B3;Q14332;P36507;O14548;P01583;Q9UQM7;P46734;L7RSL8;Q3ZCM7;A0A024R9E9;Q9UER7;P63000;O95139;X5DR79;O95299;P17568;Q13555;Q9NPG1;Q13509;P09544;B3VK56;O75385;O14618;A0A0E3SU01;Q16186;Q53XZ3;O00755;Q9H256;A0A024R6A3;Q9H3M9;V9HW31;P35998;A0A096LP55;A0A140VK45;Q9Y6M9;A0A140VJS3;Q86Y39;P11229;Q9NZ32;Q93098;P60520;O60260;Q17RV3;A0A2K8FR47;O14983;A8K4R4;Q00722;O00483;Q7L4Q3;A0A0S2Z4B7;V9HWN8;P55957;P35638;B4DNX3;Q6IAW1;Q86WV2;Q7GXZ4;Q9Y5S8;Q04206;Q6PEY2;P01213;Q02779;P19174;Q6MZZ3;O95182;A0A024R9I2;Q9UJW0;P04156;A0A024R128;Q07866;P10636;P56381;P37840;Q9UHD2;Q13698;P68400;P05141;A0A024R4E2;P01112;P56556;P35637;P54257;P55210;O75438;P17861;A0A024R8H5;H9NAJ8;O15354;Q13507;Q9Y276;Q53F85;A0A140VJC8;Q6I9V5;Q8N2K1;P20309;P56703;A0A140VJI6;I1W660;O14561;A0A1U9X785;Q7Z4L0;Q8IWA4;P42262;O95292;O14521;Q1ZYQ1;P17655;Q9UI09;Q6NVC0;A0A0S2Z3S6;P04049;A0A1X7RBG6;Q53XC0;A0A090N7W4;Q13224;O95996;B2RDI5;P20333;Q14203;O75084;A0A140VJI0;P07197;A0A024R562;P24310;Q92844;Q8IYT8;H0UI06;Q99700;P05067;Q96JB1;O14949;Q9BTE1;L7RSM2;P0DP24;A0A024R823;A8ASI8;P42704;Q8WWM7;B4DYC7;A0A024R3W1;P68363;A0A024R445;Q9NRX3;Q9Y277;Q05586;Q8TF08;P17252;P0DPH7;A0A384MDX3;Q5SU16;A0A0S2Z5U1;P33176;P18859;P55036;A0A140VK43;A6H8K3;Q8NEV1;Q9BSB4;Q99570;Q7Z727;P45880;A6NHL2;B0I1S1;Q6ZR08;Q13554;Q14643;Q8N619;Q6IB54;A0A140VK42;O43464;A0A024RCZ8;O43181;A0A024R2K1;P21796;Q6YFQ2;A0A024R1F0;A0A0S2Z3C5;P28072;Q59G17;P49768;Q5U091;A0A0S2Z489;Q9Y6F9;P25789;Q9Y2T1;P41219;P25787;P25705;P09936;Q13885;Q59GU3;P31930;P04628;U5Z977;A0A024R240;H9EC08;Q8TD57;Q00535;P20339;P19784;A4QPA9;A8K161;Q6FI23;O96008;Q16539;P28331;Q96DT5;P61006;P68371;Q02750;Q9UBU2;U5ZC31;O95178;P03923;P21912;P0CG47;P19404;O00232;P07384;A8K0S6;P27482;P41594;P00441;Q59HC2;A0A1X7RCP4;P07919;P49674;Q99714;P15954;A4D2J9;P0CG48;Q53YK7;P05198;A0A384NL93;Q6NW12;V9HWC9;O75197;Q12933;P51970;A0A384P5Q0;Q8IU65;O96014;A0A109NGN6;P07437;A0A1X7RBG2;P36544;Q99436;A0A024RA52;Q9HAD4;Q9GZS0;Q0ZFE3;A0A384MEE3;Q0ZFD6;Q7LD69;P42025;A8K3Y2;P14406;P18283;P00395;Q9Y385;P04040;P01116;Q9BXM7;Q12879;Q9BUF5;O60840;A0PJJ7;Q6IBB5;Q92997;O15169;A0A1L1UHR1;A0A140VKF2;Q6FGG4;O14640;A0A384N611;Q7Z4P3;Q59GD8;Q5U5U6;A8K383;P29475;P30049;U5YWV7;P08912;E5KN55;P01111	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	742.0	484.0	0.0
H01355	Kearns-Sayre syndrome	D007625	530000	H49.8	9C82.0	NO_DATA	NO_DATA	NO_DATA	MT-CYB;MT-ND5;MT-ND6;MT-ATP6;MT-ND4;MT-ND4L;MT-CO3;MT-ATP8;MT-ND3	Q9B1D3;Q0ZFE3;Q7GXZ5;Q0ZFD6;Q7GIM7;U5ZC31;P03923;A0A1X7RCR6;P00414;P03897;P00846;P00156;A0A1X7RCP4;P03915;P03905;P03928;U5YV54;U5Z977;Q7GXZ4;A0A1X7RC16;H9EC08;Q6VLV1;A0A1X7RBF0;A0A1X7RBN5;P03901	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	25.0	9.0	0.0
H01356	Myoclonic Epilepsy and Ragged-Red Fiber Disease	D017243	545000	G71.3	8C73.Y	NO_DATA	MERRF syndrome;Fukuhara syndrome	NO_DATA	TRNF;MTND5;TRNP;TRNL1;TRNS1;TRNS2;TRNI;TRNK;TRNH	U5ZC31;P03915	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	9.0	0.0
H01357	Allergic contact dermatitis	D017449	NO_DATA	L23	EK00	NO_DATA	NO_DATA	NO_DATA	IL-16;TNFA	Q14005;A0A024RAG6;P02745	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Cortisone acetate;Hydroxyzine hydrochloride;Hydroxyzine pamoate	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00973;D00672;D01096	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB01380;DB00557;DB00557	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;50-04-4;2192-20-3;10246-75-0	71418;41879;4462;17650;5782;8378;8379;NA;6888;6890;6889;3897;5819;31680	3.0	2.0	13.0
H01358	Atopic dermatitis	D003876	605803	L20	EA80	NO_DATA	NO_DATA	NO_DATA	IL4;IL4RA;TLR-2;SPINK5;RANTES;TLR-9;NOD1;COL29A1;IL13;CARD15;FLG	P35225;A8TX70;O43187;P20930;P13501;O60603;A0A024RA73;B3KWR9;Q9HC29;P24394;D0EI67;Q9Y239;Q9NR96;A0A0S2Z4S4;Q9NQ38	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Hydrocortisone butyrate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Doxepin hydrochloride;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Desonide;Tacrolimus;Pimecrolimus;Dupilumab;Crisaborole;Cortisone acetate;Hydroxyzine hydrochloride;Hydroxyzine pamoate	D00983;D00292;D00975;D00088;D00978;D01619;D00472;D00981;D00473;D00814;D00407;D00751;D00979;D03696;D00107;D05480;D10354;D10873;D00973;D00672;D01096	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB01142;DB00959;DB00959;DB00959;DB01260;DB00864;DB00337;DB01380;DB00557;DB00557	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;13609-67-1;50-24-8;125-02-0;NA;1229-29-4;83-43-2;2375-03-3;53-36-1;638-94-8;109581-93-3;137071-32-0;1190264-60-8;906673-24-3;50-04-4;2192-20-3;10246-75-0	71418;41879;4462;17650;5782;31674;8378;8379;NA;4711;6888;6890;6889;204734;61057;NA;NA;134677;3897;5819;31680	15.0	11.0	17.0
H01359	Anaphylaxis	D000707	NO_DATA	NO_DATA	4A84	NO_DATA	NO_DATA	NO_DATA	NLRP3;c-KIT;IL-10	Q6FGW4;Q96P20;P10721;P22301	Epinephrine	D00095	DB00668	51-43-4	28918	4.0	3.0	1.0
